Book_ID,ISBN_Number,Title,Author,Description,Published_Date,Category,Publisher,Image_Path,PDF_Link
,,,,,,,,
100088,"978-0-7432-7362-6","Mrs Dalloway",5,"A novel detailing a single day in the life of Clarissa Dalloway as she prepares for a party and reflects on her past.","1925-05-14",23,5,"https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQMHNMve1BJSG3oDe8JBZO_J3Pdr6PnnOz3zQ&s"
100089,"978-0-06-207354-6","Five Little Pigs",12,"Hercule Poirot reopens a sixteen-year-old murder case to prove the innocence of the convicted Caroline Crale.","1942-05-01",3,12,"https://m.media-amazon.com/images/I/81anmW5S1HL._AC_UF1000,1000_QL80_.jpg"
100090,"978-0-452-28433-3","Lord of the Flies",40,"A novel about a group of boys stranded on an uninhabited island and their descent into savagery.","1954-09-17",1,40,"https://m.media-amazon.com/images/I/716MU3GOvJL._AC_UF1000,1000_QL80_.jpg"
100091,"978-0-618-00228-0","The Fall of Gondolin",14,"The story of the rise and fall of the elven city of Gondolin and its conflict with the dark lord Morgoth.","2018-08-30",7,14,"https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRf6Wbv_4EDOuZoJK3_Kp-sR9zOucM7mjRL_Q&s"
100092,"978-0-06-112245-3","The Dharma Bums",32,"A novel chronicling the spiritual journey of Ray Smith and Japhy Ryder through the mountains and cities of 1950s America.","1958-10-01",23,32,"https://m.media-amazon.com/images/I/61WkCwZEVjL._AC_UF1000,1000_QL80_.jpg"
100093,"978-0-452-28434-0","Slaughterhouse-Five",26,"A science fiction-infused anti-war novel depicting the experiences of Billy Pilgrim and the bombing of Dresden.","1969-03-31",6,16,"https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTCRB-iVWQeao4Sc_v0adNCFGl1ybyisifUeA&s"
100094,"978-0-7432-7363-3","A Room of One's Own",5,"An extended essay exploring the conditions necessary for women writers to achieve literary success and creativity.","1929-10-24",11,5,"https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS6RIHiDsf_Q4iXHI0ScZMFzpIf90mAmZmyAA&s"
100095,"978-0-06-207355-3","The ABC Murders",12,"Hercule Poirot investigates a series of murders where the victims' names follow an alphabetical order.","1936-01-06",3,12,"https://m.media-amazon.com/images/M/MV5BYmJmNzU0NTgtOGM5Ni00MWJiLTgwZmMtNDIyNjYzZDAzNzI5XkEyXkFqcGdeQXVyMjExMjk0ODk@._V1_.jpg"
100096,"978-0-452-28435-7","Heart of Darkness",41,"A novel exploring the journey of Charles Marlow up the Congo River and his encounter with the enigmatic Mr. Kurtz.","1899-11-01",1,41,"https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQB6k-bVqTf3R1j7MB-t6P4jiRx39CV2hA8cA&s"
100097,"978-0-618-00229-7","Roverandom",14,"A children's story by J.R.R. Tolkien about a toy dog named Rover who is transformed into a real dog and sent on magical adventures.","1998-09-01",7,14,"https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTi2WVqZMCia0Sn9lS82DceGSfR9ibuxZG1eg&s"
100098,"978-0-06-112246-0","Big Sur",38,"A novel recounting Jack Duluoz's retreat to Big Sur to escape the pressures of fame and his battle with alcoholism.","1962-08-23",23,38,"https://m.media-amazon.com/images/I/61JfcmyFKML._AC_UF1000,1000_QL80_.jpg"
100099,"978-0-452-28436-4","Atlas Shrugged",42,"A novel depicting a dystopian United States where industrialists and innovators go on strike against an oppressive government.","1957-10-10",8,42,"https://m.media-amazon.com/images/I/712JWAJWojL._AC_UF1000,1000_QL80_.jpg"
100100,"978-0-7432-7364-0","The Beautiful and Damned",11,"A novel about the rise and fall of Anthony Patch and his wife Gloria in 1920s New York City.","1922-03-20",1,11,"https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS4zviCG3Q2eDzQyl0U6izdqD6neHeWdumXhQ&s"
100101,"978-0-06-207356-0","Murder in Mesopotamia",12,"Hercule Poirot investigates the murder of an archaeologist's wife at a dig site in Iraq.","1936-07-06",3,12,"https://upload.wikimedia.org/wikipedia/en/c/c0/Murder_in_Mesopotamia_First_Edition_Cover_1936.jpg"
100102,"978-0-452-28437-1","The Brothers Karamazov",43,"A philosophical novel exploring themes of faith morality and free will through the story of the Karamazov family.","1880-11-01",1,43,"https://m.media-amazon.com/images/I/71OZJsgZzQL._AC_UF1000,1000_QL80_.jpg"
100103,"978-0-618-00230-3","Smith of Wootton Major",14,"A short story by J.R.R. Tolkien about a smith who gains access to the magical land of Faery and his adventures there.","1967-11-09",7,14,"https://upload.wikimedia.org/wikipedia/en/thumb/e/e1/JRRTolkien_SmithOfWoottonMajor.jpg/220px-JRRTolkien_SmithOfWoottonMajor.jpg"
100104,"978-0-06-112247-7","Desolation Angels",38,"A novel recounting the experiences of Jack Duluoz in the wilderness and his reflections on life society and spirituality.","1965-08-19",23,38,"https://upload.wikimedia.org/wikipedia/en/d/d9/DesolationAngels.jpg"
100105,"978-0-452-28438-8","The Fountainhead",42,"A novel following the life of Howard Roark an individualistic and visionary architect fighting against conventional standards.","1943-05-07",8,42,"https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRyHICElqbkmnB3yoagW-_PY9uB4lN6YAwl7g&s"
100106,"978-0-7432-7365-7","The Last Tycoon",11,"An unfinished novel about the life and ambitions of the Hollywood producer Monroe Stahr.","1941-10-22",1,11,"https://m.media-amazon.com/images/M/MV5BZDVhOTczYzgtNGI2OS00ZTc5LWI5YTUtOTk3OTUzZDA1ODUwXkEyXkFqcGdeQXVyNjI4OTg2Njg@._V1_FMjpg_UX1000_.jpg"
100107,"978-0-06-207357-7","The Pale Horse",12,"A detective novel featuring Mark Easterbrook and his investigation into a series of mysterious deaths connected to a pub named The Pale Horse.","1961-11-06",3,12,"https://m.media-amazon.com/images/M/MV5BOGUwNTMyOTAtMjA0ZS00MjViLWJlMGQtYTZhZTcxOGVkODQ0XkEyXkFqcGdeQXVyODk4OTc3MTY@._V1_FMjpg_UX1000_.jpg"
100108,"978-0-452-28439-5","Doctor Zhivago",44,"A novel set during the Russian Revolution following the life and loves of the poet and physician Yuri Zhivago.","1957-11-01",1,44,"https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQwlHlOSo_s_s_MLiufNtfaqzUQOmxpNb5XBQ&s"
100109,"978-0-618-00231-0","The History of Middle-earth",14,"A series of books compiling and analyzing the unpublished writings and world-building notes of J.R.R. Tolkien.","1983-12-12",7,14,"https://m.media-amazon.com/images/I/611BcN73+CL._AC_UF1000,1000_QL80_.jpg"
100110,"978-0-06-112248-4","Tristessa",38,"A novel set in Mexico City chronicling the spiritual journey and romantic longing of the narrator for the morphine-addicted Tristessa.","1960-06-30",23,38,"https://upload.wikimedia.org/wikipedia/en/3/33/Tristessa.jpg"
100111,"978-0-452-28440-1","Anthem",42,"A dystopian novella about a future collectivist society where the concept of individuality has been eradicated.","1938-07-01",8,42,"https://m.media-amazon.com/images/I/71Jvv0weqtL._AC_UF1000,1000_QL80_.jpg"
100112,"978-0-7432-7366-4","The Diamond as Big as the Ritz",11,"A short story about a fantastically wealthy family who owns a diamond the size of a mountain.","1922-06-20",1,11,"https://upload.wikimedia.org/wikipedia/commons/8/83/The_Smart_Set_June_1922.jpg"
100113,"978-0-06-207358-4","They Came to Baghdad",12,"A novel featuring Victoria Jones who gets entangled in an international conspiracy while traveling in Baghdad.","1951-10-01",3,12,"https://agathachristie.imgix.net/hcuk-paperback/They-Came-to-Baghdad.JPG?auto=compress,format&fit=clip&q=65&w=400"
100114,"978-0-452-28441-8","The Master and Margarita",45,"A novel set in Soviet Russia interweaving the story of the Devil's visit to Moscow and the love story of Margarita and the Master.","1967-11-30",1,45,"https://m.media-amazon.com/images/I/71bZYI9NvpL._AC_UF894,1000_QL80_.jpg"
100115,"978-0-618-00232-7","Leaf by Niggle",14,"A short story by J.R.R. Tolkien about Niggle a painter who is obsessed with completing his magnum opus before embarking on a long journey.","1945-01-28",7,14,"https://upload.wikimedia.org/wikipedia/en/7/7e/Leaf_by_Niggle_%28cover%29.png"
100116,"978-0-06-112249-1","Maggie Cassidy",38,"A novel recounting the teenage love affair of Jack Duluoz in a small Massachusetts town during the 1930s.","1959-01-14",23,38,"https://upload.wikimedia.org/wikipedia/en/5/5c/Maggie-cassidy-cover.jpg"
100117,"978-0-452-28442-5","We the Living",42,"A novel set in post-revolutionary Russia following the struggles of Kira Argounova against the oppressive communist regime.","1936-04-07",8,42,"https://upload.wikimedia.org/wikipedia/en/2/22/AynRand_WeTheLiving.jpg"
100118,"978-0-7432-7367-1","The Curious Case of Benjamin Button",11,"A short story about a man who is born old and ages backwards through life.","1922-05-27",1,11,"https://m.media-amazon.com/images/M/MV5BMzI4M2I1MTItYjdiYi00YTZhLTg0NDgtZWIzOGU5ZmM3NWZlXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_.jpg"
100119,"978-0-06-207359-1","Nemesis",12,"Hercule Poirot investigates a murder linked to an old friend who challenges him to solve the crime from beyond the grave.","1971-11-06",3,12,"https://upload.wikimedia.org/wikipedia/en/c/cb/Cover-project-nemesis-2.jpg"
100120,"978-0-452-28443-2","One Day in the Life of Ivan Denisovich",46,"A novel depicting a single day in the life of Ivan Denisovich Shukhov a prisoner in a Soviet labor camp during the 1950s.","1962-11-30",1,46,"https://m.media-amazon.com/images/I/71pRBE5FSgL._AC_UF1000,1000_QL80_.jpg"
100121,"978-0-618-00233-4","The Hobbit",14,"A fantasy novel about the journey of Bilbo Baggins to the Lonely Mountain with a group of dwarves to reclaim their treasure from the dragon Smaug.","1937-09-21",7,14,"https://m.media-amazon.com/images/M/MV5BMTcwNTE4MTUxMl5BMl5BanBnXkFtZTcwMDIyODM4OA@@._V1_FMjpg_UX1000_.jpg"
100122,"978-0-06-112250-7","Vanity of Duluoz",38,"A semi-autobiographical novel recounting the early years of Jack Duluoz and his experiences in the pre-World War II era.","1968-01-31",23,38,"https://upload.wikimedia.org/wikipedia/en/d/d3/VanityOfDuluoz.JPG"
100123,"978-0-452-28444-9","Ayn Rand and the World She Made",42,"A biography exploring the life ideas and influence of Ayn Rand the creator of Objectivism and the author of 'Atlas Shrugged' and 'The Fountainhead'.","2009-10-13",22,42,"https://m.media-amazon.com/images/I/61cna4-80pL._AC_UF1000,1000_QL80_.jpg"
100124,"978-0-7432-7368-8","The Basil and Josephine Stories",11,"A series of short stories about the teenage lives of Basil Duke Lee and Josephine Perry.","1929-01-15",1,11,"https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1348471955i/120009.jpg"
100125,"978-0-06-207360-7","Destination Unknown",12,"A novel featuring Hilary Craven who takes on a mission to find missing scientists in North Africa while grappling with her own despair.","1954-10-05",3,12,"https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1661568508l/58719132.jpg"
100126,"978-0-452-28445-6","Fathers and Sons",47,"A novel exploring the generational conflicts and ideological differences between the young nihilist Bazarov and his traditional father.","1862-01-01",1,47,"https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1390793535i/19117.jpg"
100127,"978-0-618-00234-1","The Book of Lost Tales",14,"A collection of early stories by J.R.R. Tolkien forming the foundation of the mythology of Middle-earth.","1984-01-02",7,14,"https://m.media-amazon.com/images/I/61svX87UZrS._AC_UF1000,1000_QL80_.jpg"
100128,"978-0-06-112251-4","The Subterraneans",38,"A novel depicting the brief and intense love affair between Leo Percepied and Mardou Fox in the Beat Generation's San Francisco.","1958-02-14",23,38,"https://upload.wikimedia.org/wikipedia/en/d/d9/SubterraneansNovel.JPG"
100129,"978-0-452-28446-3","The Rise and Fall of the Third Reich",48,"A comprehensive history of Nazi Germany and World War II exploring the causes consequences and legacy of the regime.","1960-10-17",12,48,"https://m.media-amazon.com/images/I/519RlAToSEL._AC_UF1000,1000_QL80_.jpg"
100130,"978-0-7432-7369-5","Winter Dreams",11,"A short story about Dexter Green's pursuit of wealth and love in 1920s America and his obsession with the unattainable Judy Jones.","1922-12-17",1,11,"https://m.media-amazon.com/images/M/MV5BZjA1YzJjN2YtODllMi00NGM5LTgxODUtODdkZGQ0M2NkNjc0XkEyXkFqcGdeQXVyNjk2Mjc2OTI@._V1_.jpg"
100131,"978-0-06-207361-4","The Mirror Crack'd from Side to Side",12,"Hercule Poirot investigates the murder of Heather Badcock at Gossington Hall linked to a mysterious past.","1962-11-09",3,12,"https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1466335226i/16372.jpg"
100132,"978-0-452-28447-0","The Idiot",43,"A novel following the return of Prince Myshkin to Russia and his entanglement in the conflicts and intrigues of society.","1869-01-01",1,43,"https://m.media-amazon.com/images/I/81e0DWEK5BL._AC_UF1000,1000_QL80_.jpg"
100133,"978-0-618-00235-8","The Lays of Beleriand",14,"A collection of epic poetry by J.R.R. Tolkien chronicling the tales of the First Age of Middle-earth.","1985-05-22",7,14,"https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSIufCZ6IjSg4QqHT3JUnjLXm9aG4wCa03rVA&s"
100134,"978-0-06-112252-1","Mexico City Blues",38,"A series of 242 choruses capturing the spiritual and existential musings of Jack Duluoz.","1959-09-01",23,38,"https://upload.wikimedia.org/wikipedia/en/0/04/Kerouac_-_Mexico_City_Blues_coverart.jpg"
100135,"978-0-452-28448-7","Hiroshima",49,"A journalistic account of the atomic bombing of Hiroshima and its aftermath focusing on the experiences of six survivors.","1946-08-31",12,49 \,"https://m.media-amazon.com/images/I/618U7ffVADL._AC_UF1000,1000_QL80_.jpg"
100136,"978-0-7432-7370-1","The Short Stories of F. Scott Fitzgerald",11,"A collection of short stories exploring themes of wealth love and the American Dream.","1920-04-15",1,11,"https://m.media-amazon.com/images/I/517SODzbhLL._AC_UF1000,1000_QL80_.jpg"
100137,"978-0-06-207362-1","Sleeping Murder",12,"Miss Marple investigates the murder of a young woman in a coastal village revealing secrets buried in the past.","1976-10-12",3,12,"https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1308808135i/16300.jpg"
100138,"978-0-452-28449-4","Demons",43,"A novel exploring the political and social turmoil in 19th-century Russia through the actions and ideologies of radical youth.","1872-01-01",1,43,"https://m.media-amazon.com/images/I/81lgUwdxRxL._AC_UF1000,1000_QL80_.jpg"
100139,"978-0-618-00236-5","The Lost Road and Other Writings",14,"A collection of writings by J.R.R. Tolkien including early drafts and stories related to the mythology of Middle-earth.","1987-08-15",7,14,"https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1328193180i/260109.jpg"
100140,"978-0-06-112253-8","Desolation Angels",38,"A novel detailing the experiences of Jack Duluoz in the wilderness and his reflections on life and society.","1965-08-19",23,38,"https://upload.wikimedia.org/wikipedia/en/d/d9/DesolationAngels.jpg"
100141,"978-0-452-28450-0","The Gulag Archipelago",50,"A three-volume work chronicling the history and horrors of the Soviet Union's forced labor camp system from the 1918 revolution to the 1950s.","1973-12-25",12,50,"https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRJCUpkMKCcJb7aIeMLzf51TvilttkP-9JgiA&s"
100142,"978-0-7432-7371-8","The Love of the Last Tycoon",11,"An unfinished novel about the rise and fall of Monroe Stahr a Hollywood producer.","1941-10-22",1,11,"https://m.media-amazon.com/images/I/61kC3rBYzkL._AC_UF1000,1000_QL80_.jpg"
100143,"978-0-06-207363-8","Elephants Can Remember",12,"Hercule Poirot investigates the mysterious deaths of a married couple found on a cliffside years earlier.","1972-07-20",3,12,"https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRUSEfLImsXiO7Tc5scJNJTBFBo1SpRh4bO4w&s"
100144,"978-0-452-28451-7","The Possessed",43,"A novel depicting the moral and spiritual crisis of Russian society through the lives of radical revolutionaries.","1872-01-01",1,43,"https://m.media-amazon.com/images/M/MV5BMzVmN2RmODItOTkxNi00MTE5LWFkZDAtOTYwMWFkMDUxZmYwXkEyXkFqcGdeQXVyMTMzODk3NDU0._V1_.jpg"
100145,"978-0-618-00237-2","The Return of the Shadow",14,"A volume detailing the early drafts and revisions of J.R.R. Tolkien's 'The Lord of the Rings' highlighting the evolution of the story.","1988-07-15",7,14,"https://m.media-amazon.com/images/I/71kHlUlzqYL._AC_UF1000,1000_QL80_.jpg"
100146,"978-0-06-112254-5","Big Sur",38,"A novel recounting the experiences of Jack Duluoz as he retreats to Big Sur in an attempt to escape his fame and personal struggles.","1962-10-01",23,38,"https://m.media-amazon.com/images/I/61JfcmyFKML._AC_UF1000,1000_QL80_.jpg"
100147,"978-0-452-28452-4","Darkness at Noon",51,"A novel exploring the themes of totalitarianism and individualism through the story of Rubashov a high-ranking official who is imprisoned during Stalin's Great Purge.","1940-03-01",12,51,"https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSbuBEgDNayg_XFqEHcFlJubL3L9GlutHUNpw&s"
100148,"978-0-7432-7372-5","Babylon Revisited",11,"A short story about Charles Wales' attempt to regain custody of his daughter while confronting his past excesses in Paris.","1931-10-12",1,11,"https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQlvLYRb0wuN_QQF8JC4F9ng6cqBpLBjOCvfA&s"
100149,"978-0-06-207364-5","Postern of Fate",12,"Tommy and Tuppence Beresford uncover a decades-old mystery involving espionage and murder in their new home.","1973-10-09",3,12,"https://upload.wikimedia.org/wikipedia/en/thumb/d/d2/Postern_of_Fate_First_Edition_Cover_1973.jpg/220px-Postern_of_Fate_First_Edition_Cover_1973.jpg"
>>>>>>> 76ac8056fd43afdffbb66287c3255e218bee00b5
100150,"978-0-452-28453-1","Crime and Punishment",43,"A novel about Raskolnikov a former student who commits a murder and grapples with his guilt and philosophical justifications.","1866-01-01",1,43
100151,"978-0-618-00238-9","The War of the Ring",14,"A volume exploring the events and developments leading up to the climax of 'The Lord of the Rings'.","1990-09-06",7,14,"https://m.media-amazon.com/images/I/71O2XIytdqL._AC_UF1000,1000_QL80_.jpg"
100152,"978-0-06-112255-2","Vanity of Duluoz",38,"A novel recounting the early years of Jack Duluoz and his experiences in the pre-World War II era.","1968-01-31",23,38,"https://upload.wikimedia.org/wikipedia/en/d/d3/VanityOfDuluoz.JPG"
100153,"978-0-452-28454-8","The Idiot",43,"A novel following the return of Prince Myshkin to Russia and his entanglement in the conflicts and intrigues of society.","1869-01-01",1,43,"https://m.media-amazon.com/images/I/81e0DWEK5BL._AC_UF1000,1000_QL80_.jpg"
100154,"978-0-618-00239-6","The War of the Jewels",14,"A compilation of writings detailing the later stages of the First Age in J.R.R. Tolkien's Middle-earth.","1994-09-01",7,14,"https://upload.wikimedia.org/wikipedia/en/5/5c/WarOfTheJewels.png"
100155,"978-0-06-112256-9","Satori in Paris",38,"A novel chronicling Jack Duluoz's quest for spiritual enlightenment during his trip to Paris.","1966-05-03",23,38,"https://m.media-amazon.com/images/I/61Ie6SNQIoL._AC_UF1000,1000_QL80_.jpg"
100156,"978-0-452-28455-5","The Gambler",43,"A novel exploring the destructive effects of gambling through the story of Alexei Ivanovich.","1867-01-01",1,43,"https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRYOqt3qkiSxL_hCq9ec4lWin4uTmlSuLiAiA&s"
100157,"978-0-618-00240-2","Morgoth's Ring",14,"A collection of writings focusing on the earlier parts of the Silmarillion and the changes made by J.R.R. Tolkien.","1993-06-01",7,14,"https://upload.wikimedia.org/wikipedia/en/9/96/MorgothsRing.png"
100158,"978-0-06-112257-6","The Dharma Bums",38,"A novel following the adventures of Ray Smith and his friend Japhy Ryder as they explore nature and spirituality.","1958-10-02",23,38,"https://m.media-amazon.com/images/I/61WkCwZEVjL._AC_UF1000,1000_QL80_.jpg"
100159,"978-0-452-28456-2","Notes from Underground",43,"A novel presenting the thoughts and feelings of a disgruntled and isolated man living in 19th-century St. Petersburg.","1864-01-01",1,43,"https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT3ppQG9eianQ5FY0Fzx--szTiopWkVezamhQ&s"
100160,"978-0-618-00241-9","The Shaping of Middle-earth",14,"A volume detailing the development of the early history and geography of Middle-earth in J.R.R. Tolkien's works.","1986-08-21",7,14,"https://upload.wikimedia.org/wikipedia/en/thumb/2/24/ShapingMiddleEarth.png/220px-ShapingMiddleEarth.png"
100161,"978-0-06-112258-3","On the Road",38,"A novel recounting the cross-country travels and adventures of Sal Paradise and Dean Moriarty.","1957-09-05",23,38,"https://upload.wikimedia.org/wikipedia/en/7/72/On_the_Road_FilmPoster.jpeg"
100162,"978-0-452-28457-9","The Brothers Karamazov",43,"A novel exploring the philosophical and ethical dilemmas faced by the Karamazov family in 19th-century Russia.","1880-01-01",1,43,"https://m.media-amazon.com/images/I/71OZJsgZzQL._AC_UF1000,1000_QL80_.jpg"
100163,"978-0-618-00242-6","The Book of Lost Tales, Part One",14,"The first part of a collection of early stories and drafts by J.R.R. Tolkien that form the basis of the Silmarillion.","1983-09-15",7,14,"https://m.media-amazon.com/images/I/61svX87UZrS._AC_UF1000,1000_QL80_.jpg"
100164,"978-0-06-112259-0","The Subterraneans",38,"A novel depicting the intense and tumultuous relationship between Leo Percepied and Mardou Fox.","1958-04-15",23,38,"https://upload.wikimedia.org/wikipedia/en/d/d9/SubterraneansNovel.JPG"
100165,"978-0-452-28458-6","The House of the Dead",43,"A novel based on the author's own experiences in a Siberian prison camp describing the lives of the convicts.","1861-01-01",1,43,"https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSUV-vxovcpoMI5LJFQ6rwaKlVjzHRsJid3lg&s"
100166,"978-0-618-00243-3","The Book of Lost Tales, Part Two",14,"The second part of a collection of early stories and drafts by J.R.R. Tolkien that form the basis of the Silmarillion.","1984-08-16",7,14,"https://m.media-amazon.com/images/I/71hN4y+BSDL._AC_UF1000,1000_QL80_.jpg"
100167,"978-0-06-112260-6","Desolation Angels",38,"A novel detailing the experiences of Jack Duluoz in the wilderness and his reflections on life and society.","1965-08-19",23,38,"https://upload.wikimedia.org/wikipedia/en/d/d9/DesolationAngels.jpg"
100168,"978-0-452-28459-3","Poor Folk",43,"A novel presented through a series of letters between an impoverished clerk and a seamstress revealing their struggles.","1846-01-01",1,43,"https://m.media-amazon.com/images/I/61uSar+J1+L._AC_UF1000,1000_QL80_.jpg"
100169,"978-0-618-00244-0","The Lost Road and Other Writings",14,"A collection of writings by J.R.R. Tolkien including early drafts and stories related to the mythology of Middle-earth.","1987-08-15",7,14,"https://upload.wikimedia.org/wikipedia/en/c/c6/TolkienLostRoad.png"
100170,"978-0-06-112261-3","Big Sur",38,"A novel recounting the experiences of Jack Duluoz as he retreats to Big Sur in an attempt to escape his fame and personal struggles.","1962-10-01",23,38,"https://i.ebayimg.com/images/g/94MAAOSwB2JmR~ag/s-l1200.webp"
100171,"978-0-452-28460-9","Crime and Punishment",43,"A novel about Raskolnikov a former student who commits a murder and grapples with his guilt and philosophical justifications.","1866-01-01",1,43,"https://m.media-amazon.com/images/I/71O2XIytdqL._AC_UF1000,1000_QL80_.jpg"
100172,"978-0-618-00245-7","The Treason of Isengard",14,"A volume detailing the development of the story from the capture of Gandalf by Saruman to the journey to Helm's Deep.","1989-10-25",7,14,"https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSmOc_lO7zieUHnbjjGRiXQWwetDXhy1t_Bpg&s"
100173,"978-0-06-112262-0","The Sea is My Brother",38,"A novel exploring the bond between two men who become friends while serving in the Merchant Marine during World War II.","1942-12-05",23,38,"https://m.media-amazon.com/images/I/81Ffn+KaCEL._AC_UF1000,1000_QL80_.jpg"
100174,"978-0-452-28461-6","Demons",43,"A novel exploring the political and social turmoil in 19th-century Russia through the actions and ideologies of radical youth.","1872-01-01",1,43,"https://m.media-amazon.com/images/I/81lgUwdxRxL._AC_UF1000,1000_QL80_.jpg"
100175,"978-0-618-00246-4","Sauron Defeated",14,"A volume covering the final stages of 'The Lord of the Rings' and the development of the story's conclusion.","1992-09-30",7,14,"https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTHAjCTjz5j3y3_K8CbjFGy1L_TFfjIVIArYw&s"
100176,"978-0-06-112263-7","Lonesome Traveler",38,"A novel recounting Jack Duluoz's various travels and his observations on life and society across different places.","1960-03-30",23,38,"https://upload.wikimedia.org/wikipedia/en/6/6b/Lonesome-traveller-cover.jpg"
100177,"978-0-452-28462-3","The Eternal Husband",43,"A novella exploring the complex and tense relationship between a man and his late wife's former lover.","1870-01-01",1,43,"https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1320432015i/5686.jpg"
100178,"978-0-618-00247-1","The Return of the Shadow",14,"A volume detailing the early drafts and revisions of J.R.R. Tolkien's 'The Lord of the Rings' highlighting the evolution of the story.","1988-07-15",7,14,"https://m.media-amazon.com/images/I/71kHlUlzqYL._AC_UF1000,1000_QL80_.jpg"
100179,"978-0-06-112264-4","The Town and the City",38,"A novel tracing the lives of the Martin family from a small New England town to the bustling streets of New York City.","1950-02-22",23,38,"https://upload.wikimedia.org/wikipedia/en/0/08/TownAndTheCity.jpg"
100180,"978-0-452-28463-0","White Nights",43,"A novella telling the story of a lonely man who meets and falls in love with a young woman over the course of four nights.","1848-01-01",1,43,"https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTUniMiTY3ZTNLUN6h7-qpFqdQ3M0xr0kUO-g&s"
100181,"978-0-618-00248-8","The War of the Jewels",14,"A compilation of writings detailing the later stages of the First Age in J.R.R. Tolkien's Middle-earth.","1994-09-01",7,14,"https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388380271i/18964.jpg"
100182,"978-0-06-112265-1","Pic",38,"A novel following the journey of a young African American boy traveling across America with his older brother.","1971-11-11",23,38,"https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTDfNCfRRlCBRBUnVMWkLSsZbVA7Au95UVGMw&s"
100183,"978-0-452-28464-7","The Double",43,"A novella exploring the psychological turmoil of a man who encounters his exact double leading to a crisis of identity.","1846-01-01",1,43,"https://media.themoviedb.org/t/p/w500/2tZoc93g8DXTWbQjj328xCb9Ei7.jpg"
100184,"978-0-618-00249-5","Morgoth's Ring",14,"A collection of writings focusing on the earlier parts of the Silmarillion and the changes made by J.R.R. Tolkien.","1993-06-01",7,14,"https://upload.wikimedia.org/wikipedia/en/9/96/MorgothsRing.png"
100185,"978-0-06-112266-8","Visions of Cody",38,"A novel presenting a stream-of-consciousness portrayal of Jack Duluoz's memories and reflections on his friend Cody Pomeray.","1972-10-19",23,38,"https://upload.wikimedia.org/wikipedia/en/6/66/VisionsOfCody.jpg"
100186,"978-0-452-28465-4","The Raw Youth",43,"A novel examining the moral and psychological conflicts of a young man torn between his desires and societal expectations.","1875-01-01",1,43,"https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRglmkkvsMCt2wxvfHipZP0GUgeQPvWuSspWA&s"
100187,"978-0-618-00250-1","The Peoples of Middle-earth",14,"A collection of writings detailing the later developments and evolution of the stories of Middle-earth by J.R.R. Tolkien.","1996-09-12",7,14,"https://m.media-amazon.com/images/I/71dLE0oC9rL._AC_UF1000,1000_QL80_.jpg"
100188,"978-0-06-112267-5","Doctor Sax",38,"A novel combining elements of autobiography and fantasy to tell the story of Jack Duluoz's childhood and his vivid imagination.","1959-04-18",23,38,"https://upload.wikimedia.org/wikipedia/en/c/ce/Doctor_Sax.jpg"
100189,"978-0-452-28466-1","The Meek One",43,"A novella exploring the tragic story of a pawnbroker and his young wife, told from the perspective of the husband.","1876-01-01",1,43,"https://m.media-amazon.com/images/M/MV5BNjQwYzYyYmMtNzk5OC00ODhmLWFlMTgtMDZjMTRmZDM2Yzg2XkEyXkFqcGdeQXVyNjg3MTIwODI@._V1_FMjpg_UX1000_.jpg"
